3.152795 15.366531 5.638606 
3.019512 15.519517 4.697050 
2.538976 16.477799 4.839151 
2.264226 16.817336 3.849598 
2.442616 16.540902 2.844926 
3.434261 16.685831 2.591236 
4.126365 16.269712 2.161146 
4.548549 15.637250 1.389698 
4.852621 16.550794 1.126634 
5.303555 16.926700 0.405727 
5.178736 15.853514 0.337496 
4.678958 14.910579 0.393540 
5.354426 14.822620 1.071141 
5.792070 13.950459 1.308487 
6.258892 13.881597 0.339425 
6.791810 14.693864 0.223008 
6.327852 14.756520 1.106940 
7.239393 14.657249 1.643470 
6.853342 13.961958 1.164392 
7.698787 13.762964 0.910854 
8.960578 4.664034 14.243695 
9.544358 5.176197 13.655424 
8.999572 6.097493 13.837395 
9.976666 6.567090 13.958316 
9.343049 6.653687 14.658924 
8.554202 6.746780 15.378180 
8.764530 7.215757 16.140532 
9.398049 7.587045 16.900436 
9.384767 6.526504 16.868880 
9.858477 6.504874 16.079369 
9.620802 7.245956 15.454889 
9.127142 8.116933 15.224664 
8.284414 8.564421 14.732605 
8.137407 9.127108 13.937492 
8.486716 8.174894 13.784509 
8.783316 8.033717 12.746591 
9.223524 7.342378 12.341928 
9.223129 6.499353 12.842924 
10.194647 6.232211 13.048467 
10.946247 6.238237 12.400225 
15.455324 16.367617 14.096833 
15.230704 16.999811 14.704517 
14.334538 16.600890 14.617300 
13.438525 16.822032 15.153463 
12.628666 16.301184 15.625934 
12.267988 15.368022 15.456016 
12.532670 14.646106 16.135004 
11.966696 14.980222 16.981186 
11.390822 14.297922 16.795552 
10.938688 14.446444 15.938372 
10.267781 14.642942 15.254641 
9.759658 15.400432 15.298676 
9.782803 14.937620 16.126802 
8.948196 14.431958 16.019033 
8.941453 15.211835 16.589165 
9.451742 16.100953 16.636852 
8.540045 16.562897 16.416823 
8.372448 15.908119 15.698945 
8.051457 15.751232 14.795281 
8.911574 15.343253 14.706227 
5.142934 4.858815 15.606083 
4.231506 4.886910 15.214595 
4.403159 5.430866 15.964066 
5.380219 5.821757 16.222825 
6.200928 5.313430 16.276047 
7.153072 5.317171 15.820512 
7.712078 4.635217 15.350331 
8.122513 4.110464 14.678116 
7.489072 3.581342 15.364806 
7.321445 2.680665 15.694053 
6.807622 3.315392 16.242505 
7.734514 3.392474 16.616507 
8.564071 3.685074 17.076606 
9.238212 3.957079 16.520973 
8.665647 4.851497 16.718430 
8.103663 5.544323 16.581571 
8.035736 6.486419 16.282896 
7.130865 6.035307 16.656525 
6.370160 6.731718 16.832899 
6.073098 6.303191 15.925937 
2.721993 8.232155 11.666466 
1.856739 7.995341 11.151687 
1.031347 7.603466 11.516150 
1.157153 7.074630 10.772884 
1.232722 6.124383 10.534517 
1.380100 5.891997 11.445008 
2.149674 5.830628 10.821319 
1.573093 5.049645 10.679841 
1.829580 4.587859 9.902224 
2.475740 4.774900 10.540377 
2.259274 3.784262 10.838218 
1.960476 2.913872 11.170383 
2.486385 2.417050 11.868005 
2.566811 3.393210 11.950214 
3.280526 4.039429 11.800216 
3.099291 4.641887 12.637113 
3.260385 5.537296 12.769215 
4.167211 5.207011 13.014738 
4.976243 5.925048 13.116299 
4.369980 5.695956 13.837696 
13.187583 16.624849 6.574711 
14.149153 16.333127 6.316376 
14.056917 16.993022 7.117439 
14.777069 16.454574 7.730910 
15.037586 16.591103 8.688981 
15.914848 16.837909 8.683268 
16.880095 16.479859 8.919010 
17.085385 16.908506 8.068961 
16.746742 16.086340 7.844919 
15.805742 15.791167 8.173858 
16.041396 14.925516 8.250295 
15.585752 15.283293 7.470500 
14.901004 14.628074 7.064189 
14.054228 14.404990 7.716462 
13.308847 14.579947 8.338512 
13.460410 15.505615 7.839142 
13.214153 15.745174 7.001840 
13.025430 16.479887 7.734819 
12.214222 16.379834 8.127207 
13.045884 16.175050 8.596786 
8.021234 13.438694 10.323850 
8.675370 14.030981 9.674930 
9.377528 13.439759 9.990030 
9.018068 13.082887 10.785018 
8.660335 12.222267 10.741630 
9.122063 11.493606 10.113169 
9.644994 12.378805 10.182697 
10.105960 12.621801 9.405824 
10.832962 12.356132 9.937980 
11.383731 12.857305 10.534331 
11.794624 12.471280 11.411821 
12.826409 12.296697 11.257565 
13.590021 12.960914 11.678873 
13.643540 14.000850 11.408406 
13.493607 14.888460 11.020456 
12.979522 15.550132 10.622577 
12.848413 15.881420 11.497760 
13.517172 16.713524 11.355521 
13.905392 16.894874 10.457246 
13.706187 15.936979 10.150957 
16.227758 16.055191 2.148750 
15.560333 15.260328 2.371215 
15.254314 14.785641 1.534991 
14.427336 14.285246 1.692857 
14.911644 13.325949 1.515870 
14.520508 13.226694 2.369546 
15.476979 13.125590 2.291249 
15.767857 12.463266 3.054193 
16.535858 12.147454 2.648315 
17.016589 11.377016 2.194308 
16.897877 11.320630 3.137838 
16.382225 10.514074 3.464728 
16.126669 9.596177 3.963760 
16.843454 9.476451 3.197861 
16.152667 8.852105 2.941432 
16.142436 7.908539 2.938088 
16.515933 7.229961 3.525367 
16.181604 6.832092 2.641134 
15.222712 6.453111 2.482955 
15.077417 5.491015 2.679043 
14.075693 9.166325 4.102936 
15.046236 9.248725 4.230408 
14.812570 9.642886 5.212049 
14.566113 10.522505 5.481164 
